Execution,Generation,HD_P1,HD_P2,HD_BM,HD_PB,Succ_Crossover_ratio,Succ_Mutation_ratio,NFHT,HV
9,13.0,0.0,0.875,0.25,0.0,0.2,0.265,0.3666666666666666,0.7071362316210451
9,14.0,0.0,0.875,0.25,0.0,0.1,0.35,0.3666666666666666,0.7075062838853902
9,15.0,0.0,0.875,0.25,0.0,0.16,0.33,0.3666666666666666,0.7116201294328094
9,16.0,0.0,0.875,0.25,0.0,0.18,0.325,0.3666666666666666,0.7116209269820656
9,17.0,0.0,0.875,0.25,0.0,0.1,0.28,0.3666666666666666,0.7116277895944446
9,18.0,0.625,0.125,0.25,0.75,0.16,0.29,0.6,0.7160554092497227
9,19.0,0.625,0.125,0.25,0.0,0.1,0.235,0.6,0.7161528454301171
9,20.0,0.0,0.0,0.125,0.125,0.15,0.295,0.6666666666666666,0.7175472791445447
9,21.0,0.0,0.0,0.125,0.0,0.14,0.255,0.6666666666666666,0.7177289184134796
9,22.0,0.0,0.0,0.125,0.0,0.16,0.28,0.6666666666666666,0.7178681672753253
9,23.0,0.0,0.0,0.125,0.0,0.04,0.25,0.6666666666666666,0.7179005254190658
9,24.0,0.0,0.0,0.125,0.0,0.12,0.275,0.6666666666666666,0.718473059241484
9,25.0,0.0,0.0,0.125,0.0,0.09,0.195,0.6666666666666666,0.7185568994287245
9,26.0,0.0,0.0,0.25,0.75,0.06,0.22,0.8666666666666667,0.719333168995209
9,27.0,0.0,0.0,0.25,0.0,0.08,0.15,0.8666666666666667,0.7194256314263046
9,28.0,0.0,0.0,0.25,0.0,0.13,0.24,0.8666666666666667,0.7203663902248018
9,29.0,0.0,0.0,0.25,0.0,0.11,0.24,0.8666666666666667,0.7205997287105288
9,30.0,0.0,0.0,0.25,0.0,0.05,0.245,0.8666666666666667,0.720644460980006
9,30.0,0.0,0.0,0.25,0.0,0.05,0.245,0.8666666666666667,0.720644460980006
10,1.0,0.0,0.0,0.0,0.0,0.2,0.465,0.0333333333333333,0.6735516268189471
10,2.0,0.0,0.0,0.375,1.0,0.18,0.36,0.0666666666666666,0.6830658543363874
10,3.0,0.0,0.0,0.125,0.125,0.11,0.345,0.1,0.6963486877607006
10,4.0,0.0,0.0,0.125,0.0,0.14,0.34,0.1,0.6999945811911644
10,5.0,0.0,0.0,0.125,0.0,0.18,0.295,0.1,0.7018942957096227
10,6.0,0.0,0.0,0.125,0.0,0.17,0.295,0.1,0.7027699896111091
10,7.0,0.0,0.0,0.125,0.0,0.16,0.26,0.1,0.7051754444082616
10,8.0,0.0,0.0,0.125,0.0,0.14,0.245,0.1,0.7076993505639537
10,9.0,0.0,0.0,0.125,0.0,0.18,0.235,0.1,0.7081905080446709
10,10.0,0.0,0.0,0.125,0.0,0.21,0.285,0.1,0.7105135318214536
10,11.0,0.0,0.0,0.125,0.0,0.11,0.185,0.1,0.710735004576835
10,12.0,0.0,0.0,0.125,0.0,0.15,0.22,0.1,0.7115180166402117
10,13.0,0.0,0.0,0.125,0.0,0.22,0.245,0.1,0.7119379191692573
10,14.0,0.0,0.0,0.125,0.0,0.1,0.215,0.1,0.7121908379505777
10,15.0,0.0,0.0,0.125,0.0,0.16,0.155,0.1,0.7163415230900508
10,16.0,0.0,0.0,0.125,0.0,0.12,0.235,0.1,0.7167748928004409
10,17.0,0.0,0.0,0.125,0.0,0.19,0.255,0.1,0.7169877642809699
